序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
849,高雄市,2015/01/31,美濃,2.3,0.45,31.3,77.0,36,14,1.72,12.68,1.27,19.25,68.11
850,高雄市,2015/01/30,左營,2.5,0.44,21.7,87.0,41,22,2.17,19.81,2.94,19.08,77.24
851,高雄市,2015/01/30,楠梓,1.5,0.37,21.4,97.0,39,22,2.92,18.72,3.06,18.83,79.51
852,高雄市,2015/01/30,前金,2.5,0.48,21.4,100.0,42,24,2.71,21.43,3.18,19.01,76.88
853,高雄市,2015/01/30,前鎮,2.3,0.56,19.1,88.0,40,27,4.02,23.2,1.84,19.58,75.31
854,高雄市,2015/01/30,復興,2.9,0.71,14.9,93.0,47,31,6.25,24.47,1.13,19.5,74.23
855,高雄市,2015/01/30,小港,3.4,0.6,20.1,102.0,44,34,5.58,28.78,2.06,19.98,74.2
856,高雄市,2015/01/30,鳳山,-,-,-,-,-,-,-,-,-,19.52,-
857,高雄市,2015/01/30,林園,5.9,0.51,22.9,64.0,41,33,5.04,27.6,2.58,20.22,72.75
858,高雄市,2015/01/30,大寮,3.8,0.45,20.5,87.0,45,28,3.02,24.68,1.78,19.35,75.6
859,高雄市,2015/01/30,仁武,2.6,0.43,19.2,-,37,27,3.44,23.17,2.35,18.97,76.16
860,高雄市,2015/01/30,橋頭,2.6,0.42,20.4,76.0,42,21,2.91,17.93,2.93,19.04,75.66
861,高雄市,2015/01/30,美濃,1.3,0.37,26.1,69.0,31,14,1.96,11.76,1.09,20.11,71.68
862,高雄市,2015/01/29,左營,4.2,0.52,25.4,79.0,32,29,5.07,23.83,2.62,19.35,75.88
863,高雄市,2015/01/29,楠梓,4.8,0.49,26.0,93.0,33,29,5.89,22.68,2.87,19.54,76.08
864,高雄市,2015/01/29,前金,5.2,0.56,25.0,92.0,33,31,5.87,25.56,2.76,19.58,73.83
865,高雄市,2015/01/29,前鎮,4.9,0.66,21.9,83.0,31,36,7.33,28.97,1.92,19.98,73.2
866,高雄市,2015/01/29,復興,4.1,0.85,17.4,89.0,41,40,9.35,31.08,0.99,20.08,71.46
867,高雄市,2015/01/29,小港,6.5,0.69,19.5,93.0,36,50,15.84,34.54,2.09,20.48,71.1
868,高雄市,2015/01/29,鳳山,8.4,0.64,18.5,118.0,31,39,9.6,29.43,2.31,20.29,69.69
869,高雄市,2015/01/29,林園,7.7,0.56,27.2,65.0,38,38,7.16,30.67,2.73,20.51,70.87
870,高雄市,2015/01/29,大寮,5.8,0.52,22.9,84.0,38,32,5.41,26.42,1.82,20.12,71.1
871,高雄市,2015/01/29,仁武,4.6,0.54,22.7,-,33,35,6.95,28.34,2.11,19.55,73.05
872,高雄市,2015/01/29,橋頭,4.5,0.5,26.3,73.0,38,29,5.31,23.3,2.64,19.58,73.1
873,高雄市,2015/01/29,美濃,2.2,0.43,34.4,73.0,33,16,2.64,13.71,1.18,21.14,67.62
874,高雄市,2015/01/28,左營,4.1,0.65,24.3,88.0,40,27,2.78,24.14,2.12,19.62,75.79
875,高雄市,2015/01/28,楠梓,3.5,0.57,23.0,90.0,42,26,3.6,22.18,2.11,19.76,76.29
876,高雄市,2015/01/28,前金,4.0,0.67,22.9,101.0,43,29,3.65,25.34,2.05,19.78,74.91
877,高雄市,2015/01/28,前鎮,6.1,0.74,18.2,95.0,48,37,6.22,30.45,1.52,20.08,75.6
878,高雄市,2015/01/28,復興,4.1,0.94,13.8,97.0,52,38,5.03,32.71,0.79,20.25,73.2
879,高雄市,2015/01/28,小港,6.1,0.77,19.0,107.0,51,44,10.62,33.77,1.77,20.44,75.43
880,高雄市,2015/01/28,鳳山,6.5,0.85,15.9,117.0,41,42,8.99,33.34,1.69,20.54,71.79
881,高雄市,2015/01/28,林園,6.3,0.61,26.8,59.0,42,30,7.21,23.07,1.85,20.51,76.28
882,高雄市,2015/01/28,大寮,8.5,0.77,16.3,101.0,53,41,6.84,34.16,1.34,19.93,77.24
883,高雄市,2015/01/28,仁武,4.5,0.64,20.0,88.0,42,35,6.05,28.94,1.7,19.79,73.99
884,高雄市,2015/01/28,橋頭,3.7,0.59,25.8,74.0,44,25,3.53,21.85,2.13,19.68,72.98
885,高雄市,2015/01/28,美濃,3.0,0.56,26.0,95.0,45,-,-,-,1.14,20.52,75.03
886,高雄市,2015/01/27,左營,3.8,0.63,25.0,89.0,49,30,5.32,25.1,2.14,20.33,82.6
887,高雄市,2015/01/27,楠梓,3.2,0.56,22.2,93.0,51,30,5.34,24.57,2.0,20.55,82.46
888,高雄市,2015/01/27,前金,3.1,0.63,25.9,85.0,40,26,2.92,22.8,1.94,20.64,79.25
889,高雄市,2015/01/27,前鎮,3.7,0.75,21.1,79.0,45,33,5.66,27.24,1.7,20.8,79.62
890,高雄市,2015/01/27,復興,3.4,0.97,15.3,82.0,50,35,6.07,29.16,0.98,20.89,77.42
891,高雄市,2015/01/27,小港,4.1,0.65,21.5,80.0,41,36,5.63,30.7,1.88,21.06,79.1
892,高雄市,2015/01/27,鳳山,4.1,0.74,19.5,102.0,39,33,5.03,27.72,1.6,21.1,77.66
893,高雄市,2015/01/27,林園,5.0,0.5,30.1,43.0,37,23,2.02,21.3,2.28,21.11,77.38
894,高雄市,2015/01/27,大寮,5.6,0.55,20.2,80.0,45,33,4.67,28.1,1.46,20.73,79.45
895,高雄市,2015/01/27,仁武,3.9,0.59,21.3,110.0,42,35,5.85,29.64,1.73,20.59,78.73
896,高雄市,2015/01/27,橋頭,2.9,0.6,20.6,85.0,55,28,4.85,23.19,1.93,20.65,79.29
897,高雄市,2015/01/27,美濃,1.7,0.48,21.0,82.0,39,-,-,-,0.93,20.58,80.63
898,高雄市,2015/01/26,左營,4.2,0.61,26.6,105.0,60,26,2.54,23.78,2.28,21.0,70.98
899,高雄市,2015/01/26,楠梓,3.4,0.58,23.6,117.0,65,27,3.36,23.2,2.27,20.58,73.6
900,高雄市,2015/01/26,前金,4.3,0.65,23.3,125.0,66,29,2.85,26.31,2.36,21.04,70.01
901,高雄市,2015/01/26,前鎮,4.8,0.89,22.0,110.0,64,39,7.79,31.28,1.61,21.7,66.9
902,高雄市,2015/01/26,復興,5.1,1.09,14.3,120.0,75,53,11.96,40.61,0.89,21.6,65.88
903,高雄市,2015/01/26,小港,7.4,0.83,22.4,132.0,78,47,9.43,37.88,1.85,22.05,63.96
904,高雄市,2015/01/26,鳳山,7.7,0.78,21.3,143.0,68,38,5.57,32.29,1.83,21.73,63.46
905,高雄市,2015/01/26,林園,8.6,0.66,29.3,81.0,63,35,2.59,31.91,2.29,21.75,63.58
906,高雄市,2015/01/26,大寮,5.3,0.66,30.1,106.0,70,31,2.49,28.21,1.54,21.46,56.83
907,高雄市,2015/01/26,仁武,5.0,0.63,18.0,104.0,65,35,5.25,29.38,1.66,20.93,68.78
908,高雄市,2015/01/26,橋頭,3.6,0.54,23.5,96.0,63,25,3.29,21.24,2.42,20.6,72.13
909,高雄市,2015/01/26,美濃,1.9,0.46,37.8,72.0,39,14,0.9,12.75,1.05,21.5,63.79
910,高雄市,2015/01/25,左營,6.3,0.74,49.1,113.0,69,30,3.13,27.29,1.76,21.2,54.61
911,高雄市,2015/01/25,楠梓,6.2,0.69,48.7,128.0,69,31,2.58,28.86,1.68,20.97,55.89
912,高雄市,2015/01/25,前金,7.2,0.79,44.4,123.0,64,33,1.85,31.57,1.55,21.48,52.94
913,高雄市,2015/01/25,前鎮,8.2,0.85,41.1,112.0,57,39,3.53,35.19,1.39,21.76,52.42
914,高雄市,2015/01/25,復興,7.3,1.04,35.3,117.0,67,43,4.71,38.47,0.87,21.75,52.13
915,高雄市,2015/01/25,小港,7.7,0.73,43.1,121.0,66,35,2.96,32.06,1.55,21.95,51.22
916,高雄市,2015/01/25,鳳山,8.2,0.8,43.7,140.0,61,30,1.55,28.3,1.43,21.86,49.16
917,高雄市,2015/01/25,林園,6.3,0.54,49.4,70.0,53,18,0.99,17.29,2.09,21.32,57.35
918,高雄市,2015/01/25,大寮,8.8,0.6,45.5,99.0,60,24,1.22,22.71,1.33,21.03,46.19
919,高雄市,2015/01/25,仁武,6.5,0.7,44.1,-,65,32,1.88,30.59,1.4,21.25,52.85
920,高雄市,2015/01/25,橋頭,5.5,0.73,45.1,107.0,66,28,1.56,26.59,1.67,20.65,56.91
921,高雄市,2015/01/25,美濃,3.0,0.51,55.3,81.0,47,13,0.53,12.24,1.02,21.37,55.04
922,高雄市,2015/01/24,左營,3.1,0.76,43.7,102.0,54,34,3.85,30.35,1.8,18.9,55.94
923,高雄市,2015/01/24,楠梓,4.9,0.68,37.3,109.0,50,41,7.47,33.42,1.44,18.34,57.99
924,高雄市,2015/01/24,前金,5.0,0.86,42.5,106.0,48,36,3.16,32.88,1.57,18.87,55.01
925,高雄市,2015/01/24,前鎮,5.4,0.81,45.4,98.0,44,31,2.86,28.09,1.36,19.11,54.2
926,高雄市,2015/01/24,復興,5.1,0.95,40.4,100.0,52,33,3.12,30.11,1.1,19.16,53.33
927,高雄市,2015/01/24,小港,4.8,0.72,39.0,100.0,55,37,4.35,32.56,1.76,18.95,54.16
928,高雄市,2015/01/24,鳳山,4.5,0.72,43.4,116.0,47,27,1.85,25.26,1.78,19.05,51.28
929,高雄市,2015/01/24,林園,6.2,0.63,45.3,78.0,55,25,2.23,22.71,2.3,18.27,59.23
930,高雄市,2015/01/24,大寮,8.4,0.67,34.0,99.0,55,33,3.14,30.11,1.24,17.79,53.26
931,高雄市,2015/01/24,仁武,6.3,0.66,41.8,95.0,51,33,2.64,30.23,1.27,18.76,53.48
932,高雄市,2015/01/24,橋頭,6.0,0.63,43.1,110.0,63,31,2.91,27.67,1.77,17.86,58.9
933,高雄市,2015/01/24,美濃,2.8,0.49,53.1,82.0,45,14,0.87,13.28,1.0,18.04,61.19
934,高雄市,2015/01/23,左營,5.8,0.84,36.5,114.0,67,41,6.82,34.18,1.78,17.95,60.37
935,高雄市,2015/01/23,楠梓,4.4,0.69,35.6,109.0,52,42,9.5,32.43,1.59,17.44,62.28
936,高雄市,2015/01/23,前金,5.6,0.86,39.2,123.0,59,34,3.79,30.42,1.7,17.95,59.48
937,高雄市,2015/01/23,前鎮,4.7,1.05,32.1,108.0,49,48,8.88,38.71,1.46,18.34,57.89
938,高雄市,2015/01/23,復興,5.2,1.16,28.8,109.0,56,49,10.76,37.86,1.07,18.5,56.61
939,高雄市,2015/01/23,小港,5.3,0.76,33.1,106.0,54,41,6.39,34.54,1.8,18.28,57.17
940,高雄市,2015/01/23,鳳山,5.2,0.76,38.3,116.0,47,28,1.69,26.65,1.73,18.37,53.96
941,高雄市,2015/01/23,林園,5.0,0.58,44.9,78.0,53,22,1.19,20.68,2.18,17.63,62.81
942,高雄市,2015/01/23,大寮,5.9,0.65,33.1,101.0,55,34,4.4,29.24,1.27,17.21,57.24
943,高雄市,2015/01/23,仁武,6.2,0.68,36.6,118.0,56,36,4.32,31.8,1.35,17.82,57.9
944,高雄市,2015/01/23,橋頭,5.4,0.64,38.0,100.0,53,36,7.36,28.27,1.9,16.84,62.95
945,高雄市,2015/01/23,美濃,2.6,0.42,46.4,73.0,37,13,1.22,12.15,1.02,17.52,62.64
946,高雄市,2015/01/22,左營,4.8,0.56,41.1,103.0,54,24,2.19,22.28,3.31,18.45,53.76
947,高雄市,2015/01/22,楠梓,4.9,0.52,40.3,113.0,50,23,2.1,20.84,3.06,17.83,58.07
948,高雄市,2015/01/22,前金,4.9,0.58,40.9,118.0,49,24,2.33,21.96,2.86,18.47,54.1
949,高雄市,2015/01/22,前鎮,4.2,0.73,35.4,108.0,47,31,4.1,26.73,1.99,18.96,52.0
950,高雄市,2015/01/22,復興,2.5,0.87,30.0,108.0,55,33,2.97,29.82,0.99,19.09,51.65
951,高雄市,2015/01/22,小港,4.8,0.68,32.7,106.0,54,37,4.15,32.99,2.21,19.33,50.04
952,高雄市,2015/01/22,鳳山,7.2,0.55,33.2,118.0,47,29,2.4,26.1,2.6,19.2,50.35
953,高雄市,2015/01/22,林園,6.5,0.52,39.9,74.0,55,28,2.97,25.0,2.84,19.04,56.6
954,高雄市,2015/01/22,大寮,4.4,0.52,36.5,91.0,48,25,2.04,23.12,1.7,18.25,55.74
955,高雄市,2015/01/22,仁武,6.3,0.55,33.7,115.0,51,32,3.1,28.52,2.43,18.12,54.95
956,高雄市,2015/01/22,橋頭,4.7,0.53,-,100.0,51,23,2.59,20.78,3.1,17.78,57.38
957,高雄市,2015/01/22,美濃,2.2,0.44,41.4,84.0,42,13,1.24,12.14,0.99,19.15,61.35
958,高雄市,2015/01/21,左營,4.2,0.54,30.6,121.0,64,23,1.98,20.82,2.79,19.34,76.57
959,高雄市,2015/01/21,楠梓,2.8,0.51,29.8,140.0,62,22,2.42,19.3,2.95,19.04,78.69
960,高雄市,2015/01/21,前金,3.7,0.58,29.4,149.0,61,27,6.73,20.57,2.88,19.33,76.31
961,高雄市,2015/01/21,前鎮,3.4,0.73,27.6,122.0,68,28,3.92,23.96,2.02,19.85,73.36
962,高雄市,2015/01/21,復興,3.2,0.89,20.2,129.0,71,33,5.4,27.77,1.05,20.02,71.64
963,高雄市,2015/01/21,小港,4.4,0.71,24.5,148.0,68,38,5.31,32.69,2.15,20.24,71.23
964,高雄市,2015/01/21,鳳山,5.9,0.63,25.7,152.0,58,30,4.48,25.4,2.66,20.06,70.52
965,高雄市,2015/01/21,林園,8.1,0.66,32.1,84.0,66,33,3.29,29.25,2.98,20.45,68.19
966,高雄市,2015/01/21,大寮,3.8,0.54,28.9,112.0,65,26,3.19,22.68,1.96,19.7,72.5
967,高雄市,2015/01/21,仁武,4.3,0.57,25.8,140.0,61,30,4.33,25.4,2.35,19.34,74.98
968,高雄市,2015/01/21,橋頭,3.1,0.54,30.9,107.0,59,22,2.87,19.45,2.93,19.15,75.84
969,高雄市,2015/01/21,美濃,2.2,0.47,35.7,98.0,47,13,1.55,11.31,1.16,20.7,69.58
970,高雄市,2015/01/20,左營,5.9,0.75,36.6,114.0,63,28,2.73,25.39,1.72,19.66,74.36
971,高雄市,2015/01/20,楠梓,4.9,0.76,34.3,134.0,70,31,4.08,27.16,1.46,19.53,75.64
972,高雄市,2015/01/20,前金,5.5,0.8,29.5,141.0,60,35,2.79,31.89,1.47,19.72,73.67
973,高雄市,2015/01/20,前鎮,6.6,0.78,34.7,104.0,63,29,3.37,25.47,1.39,19.87,73.56
974,高雄市,2015/01/20,復興,6.2,1.04,26.3,115.0,68,34,6.07,27.84,0.81,20.09,71.74
975,高雄市,2015/01/20,小港,6.8,0.72,30.4,120.0,65,35,6.19,28.72,1.66,19.81,74.86
976,高雄市,2015/01/20,鳳山,5.9,0.94,32.0,146.0,60,29,2.6,26.52,1.3,20.02,72.71
977,高雄市,2015/01/20,林園,4.9,0.59,42.4,63.0,52,19,2.06,16.55,1.81,19.72,75.33
978,高雄市,2015/01/20,大寮,7.6,0.74,30.8,105.0,62,30,3.58,26.0,1.31,19.49,76.59
979,高雄市,2015/01/20,仁武,6.2,0.71,33.2,129.0,64,31,3.18,27.93,1.29,19.68,73.64
980,高雄市,2015/01/20,橋頭,5.3,0.72,33.5,115.0,71,30,3.14,26.82,1.64,19.38,72.95
981,高雄市,2015/01/20,美濃,3.7,0.61,40.6,106.0,54,16,1.62,14.32,1.02,20.45,69.31
982,高雄市,2015/01/19,左營,4.8,0.54,26.3,80.0,38,28,3.76,24.18,1.54,17.57,75.03
983,高雄市,2015/01/19,楠梓,4.3,0.62,21.1,96.0,37,34,5.61,27.99,1.62,17.57,75.79
984,高雄市,2015/01/19,前金,4.5,0.53,26.9,82.0,35,29,3.72,24.88,1.75,17.63,73.81
985,高雄市,2015/01/19,前鎮,6.0,0.61,22.9,78.0,37,34,7.33,26.53,1.24,17.87,73.78
986,高雄市,2015/01/19,復興,4.6,0.86,16.3,82.0,43,41,11.14,29.5,0.72,18.1,71.66
987,高雄市,2015/01/19,小港,11.2,0.59,13.9,83.0,38,53,14.08,38.62,1.28,18.06,73.03
988,高雄市,2015/01/19,鳳山,7.1,0.8,15.9,94.0,33,40,7.2,33.05,1.31,18.07,72.06
989,高雄市,2015/01/19,林園,6.5,0.45,28.0,47.0,34,25,4.2,21.14,1.6,17.86,75.18
990,高雄市,2015/01/19,大寮,7.4,0.55,18.7,76.0,39,33,7.46,25.11,1.17,17.3,77.9
991,高雄市,2015/01/19,仁武,5.4,0.64,19.3,88.0,32,40,7.93,32.45,1.42,17.64,73.69
992,高雄市,2015/01/19,橋頭,4.0,0.52,28.5,71.0,43,26,5.22,21.21,1.89,17.4,73.43
993,高雄市,2015/01/19,美濃,4.7,0.56,31.8,97.0,49,18,1.87,16.42,1.25,18.34,72.17
994,高雄市,2015/01/18,左營,4.9,0.6,28.6,117.0,70,25,2.49,22.95,2.18,17.13,67.51
995,高雄市,2015/01/18,楠梓,4.9,0.64,26.8,142.0,70,29,5.33,23.31,1.99,16.83,69.18
996,高雄市,2015/01/18,前金,4.3,0.61,29.3,131.0,59,24,1.43,22.56,2.24,17.26,65.88
997,高雄市,2015/01/18,前鎮,4.3,0.65,28.3,111.0,56,26,3.4,22.66,1.62,17.81,64.56
998,高雄市,2015/01/18,復興,3.9,0.8,24.1,113.0,61,28,5.03,23.22,0.85,17.95,63.46
999,高雄市,2015/01/18,小港,4.4,0.65,26.2,130.0,65,32,4.63,27.79,1.78,18.08,61.21
1000,高雄市,2015/01/18,鳳山,7.6,0.77,20.8,154.0,60,38,8.17,30.11,1.74,17.9,61.06
1001,高雄市,2015/01/18,林園,8.2,0.65,26.6,87.0,70,35,5.45,29.2,2.16,17.92,64.09
1002,高雄市,2015/01/18,大寮,7.6,0.63,25.0,112.0,62,32,6.63,25.62,1.4,17.34,63.17
1003,高雄市,2015/01/18,仁武,5.6,0.67,23.1,138.0,67,34,5.79,28.24,1.53,17.12,65.32
1004,高雄市,2015/01/18,橋頭,4.7,0.61,27.4,109.0,61,26,4.84,21.14,1.99,16.56,67.91
1005,高雄市,2015/01/18,美濃,3.0,0.58,37.1,117.0,63,15,1.27,13.47,1.01,18.0,65.58
1006,高雄市,2015/01/17,左營,4.4,0.63,31.8,138.0,66,25,3.4,21.96,2.1,17.23,73.62
1007,高雄市,2015/01/17,楠梓,4.8,0.6,29.3,150.0,64,25,4.25,20.78,1.91,16.98,75.22
1008,高雄市,2015/01/17,前金,4.5,0.64,31.7,161.0,63,27,3.64,23.62,2.25,17.47,72.0
1009,高雄市,2015/01/17,前鎮,4.8,0.77,26.6,134.0,68,36,7.57,28.57,1.6,18.04,70.39
1010,高雄市,2015/01/17,復興,3.8,0.93,21.6,139.0,73,41,10.74,30.06,0.82,18.28,68.62
1011,高雄市,2015/01/17,小港,6.6,0.76,25.8,151.0,72,50,16.34,33.27,1.83,18.38,69.56
1012,高雄市,2015/01/17,鳳山,7.4,0.75,23.2,169.0,61,40,10.4,29.95,1.77,18.2,69.38
1013,高雄市,2015/01/17,林園,8.6,0.61,33.8,83.0,64,30,5.42,24.71,2.0,18.33,71.3
1014,高雄市,2015/01/17,大寮,5.7,0.58,27.4,103.0,52,30,6.98,23.43,1.53,17.82,69.56
1015,高雄市,2015/01/17,仁武,5.3,0.65,26.0,147.0,59,36,8.02,27.8,1.7,17.3,72.2
1016,高雄市,2015/01/17,橋頭,4.5,0.62,29.9,122.0,66,25,3.06,21.55,2.27,17.27,71.5
1017,高雄市,2015/01/17,美濃,2.6,0.47,35.1,94.0,48,14,1.66,12.13,1.12,18.38,67.25
1018,高雄市,2015/01/16,左營,5.3,0.56,22.5,83.0,39,32,4.59,27.81,2.68,18.24,72.25
1019,高雄市,2015/01/16,楠梓,4.6,0.48,23.1,92.0,36,29,5.07,23.56,2.82,18.01,72.32
1020,高雄市,2015/01/16,前金,4.8,0.57,23.7,88.0,32,29,3.19,25.53,2.82,18.2,71.16
1021,高雄市,2015/01/16,前鎮,4.7,0.7,18.4,82.0,28,34,6.25,27.62,2.08,18.77,68.58
1022,高雄市,2015/01/16,復興,4.7,0.84,15.7,84.0,39,37,8.91,28.24,0.98,18.95,67.2
1023,高雄市,2015/01/16,小港,5.3,0.69,18.1,97.0,37,45,10.04,35.06,2.07,19.26,65.26
1024,高雄市,2015/01/16,鳳山,8.0,0.62,12.2,107.0,35,40,9.56,29.99,2.35,18.96,66.22
1025,高雄市,2015/01/16,林園,9.0,0.57,21.1,69.0,44,39,7.75,31.53,2.66,19.25,68.1
1026,高雄市,2015/01/16,大寮,5.7,0.52,22.3,81.0,37,34,5.26,28.36,1.88,18.69,68.06
1027,高雄市,2015/01/16,仁武,5.8,0.52,21.0,95.0,33,36,7.88,27.68,2.04,18.28,69.55
1028,高雄市,2015/01/16,橋頭,4.9,0.51,23.5,71.0,37,29,4.3,24.39,2.6,18.09,69.57
1029,高雄市,2015/01/16,美濃,2.0,0.42,29.8,79.0,36,14,1.69,12.63,1.05,19.59,68.22
1030,高雄市,2015/01/15,左營,5.5,0.55,26.2,92.0,36,29,4.68,24.26,2.28,18.06,71.55
1031,高雄市,2015/01/15,楠梓,2.8,0.51,24.6,93.0,36,30,6.38,23.82,2.04,17.79,74.12
1032,高雄市,2015/01/15,前金,4.0,0.63,26.3,101.0,33,29,4.14,24.78,2.15,18.14,70.98
1033,高雄市,2015/01/15,前鎮,4.8,0.78,22.7,84.0,30,36,7.36,28.86,1.59,18.8,69.5
1034,高雄市,2015/01/15,復興,4.5,0.95,18.0,96.0,44,41,8.99,32.27,0.83,18.9,68.47
1035,高雄市,2015/01/15,小港,9.6,0.71,21.6,94.0,38,54,17.37,37.01,1.78,19.2,68.82
1036,高雄市,2015/01/15,鳳山,8.8,0.74,18.6,103.0,32,44,11.81,32.65,1.75,18.9,68.1
1037,高雄市,2015/01/15,林園,9.5,0.51,32.3,54.0,35,30,5.08,24.82,1.92,19.09,72.06
1038,高雄市,2015/01/15,大寮,7.0,0.6,24.7,81.0,41,38,8.09,29.45,1.61,18.63,72.13
1039,高雄市,2015/01/15,仁武,5.1,0.59,18.2,100.0,35,40,9.57,30.51,1.65,18.07,71.82
1040,高雄市,2015/01/15,橋頭,3.9,0.5,24.7,80.0,38,27,5.15,22.24,2.57,17.6,71.42
1041,高雄市,2015/01/15,美濃,2.9,0.48,31.3,73.0,35,17,2.53,14.45,1.13,19.18,70.2
1042,高雄市,2015/01/14,左營,3.1,0.39,32.4,36.0,12,17,1.93,15.1,3.64,18.68,76.54
1043,高雄市,2015/01/14,楠梓,2.2,0.35,31.0,52.0,16,16,1.92,14.47,3.71,18.18,79.85
1044,高雄市,2015/01/14,前金,2.3,0.41,31.3,37.0,15,19,2.25,16.71,3.75,18.85,74.41
1045,高雄市,2015/01/14,前鎮,2.1,0.53,27.0,41.0,13,23,4.49,18.03,2.59,19.4,72.34
1046,高雄市,2015/01/14,復興,2.4,0.64,22.1,45.0,19,28,7.19,20.92,1.62,19.42,71.37
1047,高雄市,2015/01/14,小港,3.2,0.44,25.6,45.0,15,28,4.34,24.14,2.81,19.63,71.59
1048,高雄市,2015/01/14,鳳山,3.8,0.38,26.5,46.0,16,21,2.91,18.09,3.15,19.32,72.21
1049,高雄市,2015/01/14,林園,7.8,1.04,26.7,31.0,20,30,4.99,24.59,4.14,19.85,70.29
1050,高雄市,2015/01/14,大寮,9.1,0.36,26.3,38.0,14,24,4.04,20.3,2.53,19.31,72.81
1051,高雄市,2015/01/14,仁武,4.2,0.37,26.1,48.0,13,24,3.58,20.74,3.13,18.56,77.59
1052,高雄市,2015/01/14,橋頭,2.5,0.37,30.6,34.0,18,16,2.89,13.6,3.6,18.26,76.96
1053,高雄市,2015/01/14,美濃,1.4,0.33,29.2,30.0,13,12,1.6,9.91,1.34,20.32,70.38
1054,高雄市,2015/01/13,左營,4.6,0.5,33.4,83.0,38,22,2.86,19.6,2.61,19.83,74.06
1055,高雄市,2015/01/13,楠梓,3.6,0.48,30.3,89.0,37,28,6.15,21.35,2.17,19.73,74.88
1056,高雄市,2015/01/13,前金,3.3,0.49,33.4,97.0,29,22,2.08,19.63,2.39,20.04,73.25
1057,高雄市,2015/01/13,前鎮,3.6,0.56,31.1,79.0,25,24,3.18,20.55,1.68,20.41,72.49
1058,高雄市,2015/01/13,復興,3.2,0.81,24.6,86.0,37,27,5.89,21.56,0.9,20.59,70.83
1059,高雄市,2015/01/13,小港,5.3,0.54,24.4,98.0,38,36,10.29,25.46,2.11,20.54,70.87
1060,高雄市,2015/01/13,鳳山,4.7,0.64,26.5,104.0,33,-,-,-,1.98,20.5,68.71
1061,高雄市,2015/01/13,林園,5.5,0.45,34.2,58.0,40,20,1.99,18.17,2.69,20.1,72.34
1062,高雄市,2015/01/13,大寮,5.1,0.55,28.2,88.0,41,29,5.15,23.79,1.6,19.75,73.34
1063,高雄市,2015/01/13,仁武,4.3,0.51,27.9,100.0,35,33,5.6,26.93,2.06,19.98,73.16
1064,高雄市,2015/01/13,橋頭,3.1,0.47,29.8,88.0,39,26,5.45,21.03,2.4,19.62,73.0
1065,高雄市,2015/01/13,美濃,2.5,0.39,41.6,76.0,34,13,1.56,11.18,1.3,20.38,68.76
1066,高雄市,2015/01/12,左營,4.6,0.71,41.2,89.0,45,29,5.94,23.55,1.79,20.4,69.79
1067,高雄市,2015/01/12,楠梓,5.2,0.81,27.4,114.0,50,45,11.36,33.65,1.39,20.26,69.79
1068,高雄市,2015/01/12,前金,4.3,0.66,36.7,86.0,39,27,4.12,23.35,1.66,20.7,67.54
1069,高雄市,2015/01/12,前鎮,6.2,0.56,40.7,76.0,30,25,3.6,21.14,1.5,21.04,67.71
1070,高雄市,2015/01/12,復興,5.9,0.93,30.5,83.0,42,30,5.12,25.04,0.75,21.22,66.02
1071,高雄市,2015/01/12,小港,9.2,0.59,34.9,88.0,36,-,-,-,1.85,21.14,67.18
1072,高雄市,2015/01/12,鳳山,4.2,0.84,32.1,97.0,37,29,3.83,25.4,1.37,21.06,63.67
1073,高雄市,2015/01/12,林園,5.5,0.46,44.9,57.0,41,20,2.56,17.42,2.3,20.68,69.07
1074,高雄市,2015/01/12,大寮,4.3,0.7,28.3,87.0,45,31,3.56,27.33,1.33,19.98,70.88
1075,高雄市,2015/01/12,仁武,4.3,0.62,35.6,96.0,41,33,4.92,28.28,1.39,20.41,68.8
1076,高雄市,2015/01/12,橋頭,4.2,0.78,30.5,104.0,53,39,10.24,28.25,1.74,19.88,68.9
1077,高雄市,2015/01/12,美濃,2.7,0.45,43.0,65.0,35,14,1.7,12.68,1.03,20.78,62.52
1078,高雄市,2015/01/11,左營,5.1,0.59,34.7,90.0,48,27,3.8,23.12,1.78,18.8,67.94
1079,高雄市,2015/01/11,楠梓,3.7,0.61,33.0,105.0,47,28,2.83,24.81,1.48,19.0,67.64
1080,高雄市,2015/01/11,前金,4.7,0.58,36.5,92.0,43,26,2.41,23.61,1.82,19.36,64.86
1081,高雄市,2015/01/11,前鎮,6.3,0.7,30.0,87.0,39,36,6.79,29.43,1.54,19.77,64.02
1082,高雄市,2015/01/11,復興,5.9,0.9,24.6,95.0,52,43,10.96,31.93,0.72,19.92,62.8
1083,高雄市,2015/01/11,小港,9.6,0.6,35.1,94.0,47,39,5.46,33.37,1.6,20.1,61.07
1084,高雄市,2015/01/11,鳳山,6.1,0.85,29.6,118.0,47,35,4.26,31.19,1.46,19.97,59.39
1085,高雄市,2015/01/11,林園,5.5,0.42,44.8,56.0,41,21,2.15,18.65,2.19,19.22,66.14
