序號,縣市,監測日期,測站,"二氧化硫 SO2 (ppb)","一氧化碳 CO (ppm)","二氧化碳 CO2 (ppm)","臭氧 O3 (ppb)","懸浮微粒 PM 10  (μg/m 3 )","細懸浮微粒 PM 2.5  (μg/m 3 )","氮氧化物 NOx (ppb)","一氧化氮 NO (ppb)","二氧化氮 NO2 (ppb)","風速 WIND_SPEED (m/sec)","大氣溫度 AMB_TEMP (℃)","相對濕度 RH (percent)"
1415,桃園市,2014/01/23,大園,4.1,0.24,-,28.6,32,-,24.47,4.58,19.89,5.27,14.68,51.2
1416,桃園市,2014/01/23,龍潭,2.5,0.36,-,26.6,43,11,24.31,6.35,17.97,2.79,14.06,58.16
1417,桃園市,2014/01/23,平鎮,5.2,0.37,-,27.9,37,10,19.39,2.02,17.35,2.98,15.97,51.32
1418,桃園市,2014/01/23,觀音,10.5,0.21,-,17.6,38,13,22.4,3.08,19.32,5.68,14.86,52.63
1419,桃園市,2014/01/22,桃園,3.5,0.33,-,30.4,43,20,18.25,2.67,15.56,1.94,11.33,57.66
1420,桃園市,2014/01/22,中壢,4.4,0.61,-,21.0,60,24,34.94,12.39,22.56,1.91,11.31,51.38
1421,桃園市,2014/01/22,大園,2.2,0.27,-,33.3,56,25,20.07,4.5,15.57,7.27,11.38,53.57
1422,桃園市,2014/01/22,龍潭,3.3,0.29,-,34.7,54,19,13.34,3.21,10.14,5.52,10.72,58.34
1423,桃園市,2014/01/22,平鎮,4.8,0.33,-,30.4,56,18,17.05,2.06,14.99,3.83,12.57,52.23
1424,桃園市,2014/01/22,觀音,8.4,0.27,-,24.5,66,25,14.96,1.3,13.65,7.73,12.08,49.85
1425,桃園市,2014/01/21,桃園,5.6,0.47,-,37.5,130,58,14.74,1.12,13.61,1.79,11.83,57.96
1426,桃園市,2014/01/21,中壢,7.2,0.67,-,25.7,152,58,33.07,9.45,23.63,2.47,11.82,52.74
1427,桃園市,2014/01/21,大園,5.4,0.42,-,39.0,144,65,19.6,4.53,15.07,9.04,11.98,51.82
1428,桃園市,2014/01/21,龍潭,6.8,0.51,-,34.4,130,49,17.27,2.03,15.23,4.98,11.12,62.01
1429,桃園市,2014/01/21,平鎮,8.2,0.48,-,33.0,151,47,18.81,1.64,17.17,4.9,13.06,53.74
1430,桃園市,2014/01/21,觀音,12.5,0.41,-,29.3,158,61,14.72,1.67,13.04,8.76,12.74,48.31
1431,桃園市,2014/01/20,桃園,8.9,0.63,-,29.2,74,44,30.05,8.09,21.96,1.5,14.88,73.07
1432,桃園市,2014/01/20,中壢,5.2,1.15,-,15.8,103,50,58.67,24.82,33.85,1.41,15.31,67.3
1433,桃園市,2014/01/20,大園,6.2,0.48,-,34.0,90,52,22.83,3.35,19.47,4.85,15.46,69.11
1434,桃園市,2014/01/20,龍潭,4.2,0.53,-,34.6,83,40,22.7,4.2,18.5,2.22,14.39,75.65
1435,桃園市,2014/01/20,平鎮,4.8,0.54,-,28.3,95,42,26.28,3.26,23.03,2.58,16.06,69.74
1436,桃園市,2014/01/20,觀音,6.2,0.45,-,26.0,97,49,17.37,1.6,15.74,4.81,15.56,67.49
1437,桃園市,2014/01/19,桃園,5.6,0.45,-,38.1,63,38,15.26,1.2,14.06,2.69,15.8,57.3
1438,桃園市,2014/01/19,中壢,6.0,1.02,-,22.8,78,38,54.76,26.52,28.25,1.61,15.9,50.69
1439,桃園市,2014/01/19,大園,5.6,0.34,-,39.9,70,41,15.72,1.13,14.58,5.89,16.09,48.92
1440,桃園市,2014/01/19,龍潭,3.1,0.43,-,40.3,73,34,15.35,2.01,13.33,3.84,15.41,55.39
1441,桃園市,2014/01/19,平鎮,5.1,0.45,-,36.5,75,35,16.46,1.46,14.99,3.29,16.87,51.68
1442,桃園市,2014/01/19,觀音,6.3,0.36,-,29.5,78,38,14.47,1.36,13.11,6.44,16.73,47.14
1443,桃園市,2014/01/18,桃園,6.8,0.58,-,42.7,93,67,23.92,2.95,20.97,1.5,13.1,63.07
1444,桃園市,2014/01/18,中壢,8.3,0.89,-,31.1,119,64,46.31,13.03,33.29,1.65,13.55,55.63
1445,桃園市,2014/01/18,大園,8.5,0.42,-,52.9,104,71,20.21,2.19,18.02,6.85,13.74,54.5
1446,桃園市,2014/01/18,龍潭,6.8,0.53,-,45.1,97,55,19.97,1.97,17.99,4.4,12.77,64.0
1447,桃園市,2014/01/18,平鎮,8.2,0.53,-,46.7,114,59,20.68,1.17,19.49,3.65,14.46,57.18
1448,桃園市,2014/01/18,觀音,12.5,0.41,-,43.5,113,68,14.58,1.0,13.57,7.77,14.51,50.95
1449,桃園市,2014/01/17,桃園,5.9,0.43,-,27.0,38,22,24.63,3.71,20.92,2.5,16.0,65.25
1450,桃園市,2014/01/17,中壢,6.2,0.89,-,19.8,54,21,50.51,20.95,29.56,1.49,16.24,58.7
1451,桃園市,2014/01/17,大園,4.8,0.24,-,30.9,44,23,24.66,5.39,19.26,5.71,15.89,60.13
1452,桃園市,2014/01/17,龍潭,2.8,0.33,-,32.6,39,19,16.54,3.2,13.33,3.32,14.94,67.91
1453,桃園市,2014/01/17,平鎮,5.7,0.38,-,31.1,47,14,19.69,1.89,17.78,3.05,17.07,60.57
1454,桃園市,2014/01/17,觀音,13.5,0.22,-,21.7,53,23,19.24,2.36,16.88,6.32,16.26,59.91
1455,桃園市,2014/01/16,桃園,3.9,0.42,-,26.3,41,19,23.76,5.02,18.75,2.56,14.64,66.15
1456,桃園市,2014/01/16,中壢,7.5,0.76,-,21.5,55,24,40.25,18.18,22.07,1.73,15.01,58.97
1457,桃園市,2014/01/16,大園,4.8,0.28,-,28.7,47,24,23.08,3.79,19.29,5.36,14.96,58.65
1458,桃園市,2014/01/16,龍潭,2.2,0.28,-,33.3,42,18,12.96,2.18,10.78,4.75,14.19,66.57
1459,桃園市,2014/01/16,平鎮,5.7,0.35,-,31.2,51,15,16.76,2.3,14.47,3.62,16.09,60.01
1460,桃園市,2014/01/16,觀音,13.4,0.26,-,18.6,55,23,23.95,3.38,20.57,6.36,15.62,57.35
1461,桃園市,2014/01/15,桃園,3.1,0.34,-,32.9,43,18,16.01,2.73,13.29,2.45,13.91,60.48
1462,桃園市,2014/01/15,中壢,6.1,0.76,-,24.1,60,24,39.07,16.77,22.3,2.06,13.67,58.14
1463,桃園市,2014/01/15,大園,-,0.21,-,39.5,47,22,12.28,2.75,9.52,8.08,13.65,59.86
1464,桃園市,2014/01/15,龍潭,2.3,0.25,-,36.5,42,17,11.18,1.73,9.43,6.15,12.73,66.05
1465,桃園市,2014/01/15,平鎮,4.4,0.33,-,33.6,56,16,15.4,2.15,13.25,4.3,14.77,59.62
1466,桃園市,2014/01/15,觀音,6.7,0.18,-,29.1,56,20,10.67,1.56,9.14,8.82,14.22,57.14
1467,桃園市,2014/01/14,桃園,2.2,0.31,-,37.3,32,19,11.43,1.79,9.64,1.83,13.08,82.7
1468,桃園市,2014/01/14,中壢,4.6,0.54,-,22.9,50,22,35.01,10.8,24.21,2.18,12.68,81.19
1469,桃園市,2014/01/14,大園,2.4,0.22,-,43.2,42,20,6.93,1.89,5.02,10.09,12.72,88.15
1470,桃園市,2014/01/14,龍潭,2.8,0.38,-,30.3,37,20,18.35,3.4,14.95,3.97,11.79,91.77
1471,桃園市,2014/01/14,平鎮,3.4,0.35,-,29.5,43,14,18.4,1.67,16.72,4.15,13.27,85.3
1472,桃園市,2014/01/14,觀音,3.5,0.24,-,32.9,49,18,2.51,0.32,2.18,9.46,13.29,77.3
1473,桃園市,2014/01/13,桃園,2.6,0.56,-,27.6,52,34,21.18,2.92,18.26,1.64,14.4,84.08
1474,桃園市,2014/01/13,中壢,5.5,0.8,-,18.5,76,37,42.86,14.68,28.19,2.02,13.94,81.44
1475,桃園市,2014/01/13,大園,4.2,0.36,-,36.5,64,37,16.53,3.28,13.24,8.96,14.22,86.52
1476,桃園市,2014/01/13,龍潭,3.0,0.45,-,32.0,51,26,15.32,2.26,13.06,4.33,13.29,90.0
1477,桃園市,2014/01/13,平鎮,4.8,0.53,-,26.4,66,30,22.78,2.68,20.1,3.98,14.45,85.3
1478,桃園市,2014/01/13,觀音,6.1,0.37,-,32.8,68,34,5.28,0.51,4.74,8.94,14.91,76.43
1479,桃園市,2014/01/12,桃園,3.1,0.42,-,24.9,38,19,20.41,5.59,14.82,1.65,15.96,84.77
1480,桃園市,2014/01/12,中壢,-,-,-,-,-,-,-,-,-,-,-,-
1481,桃園市,2014/01/12,大園,2.6,0.27,-,33.0,46,24,10.81,2.24,8.57,6.27,15.11,95.55
1482,桃園市,2014/01/12,龍潭,2.7,0.38,-,25.3,49,22,15.73,2.85,12.88,2.49,14.93,88.61
1483,桃園市,2014/01/12,平鎮,2.5,0.35,-,21.3,50,18,20.36,3.18,17.18,2.91,15.63,89.85
1484,桃園市,2014/01/12,觀音,2.2,0.23,-,27.4,48,16,4.85,0.88,3.97,5.57,15.99,85.17
1485,桃園市,2014/01/11,桃園,8.7,0.5,-,26.1,34,15,27.03,5.61,21.42,1.76,18.63,73.05
1486,桃園市,2014/01/11,中壢,9.6,1.57,-,15.8,61,29,77.3,45.78,31.52,1.09,17.98,70.89
1487,桃園市,2014/01/11,大園,6.9,0.38,-,26.6,45,25,26.88,5.61,21.26,2.26,17.98,77.58
1488,桃園市,2014/01/11,龍潭,2.5,0.63,-,22.9,49,21,35.36,12.03,23.33,0.96,16.69,76.99
1489,桃園市,2014/01/11,平鎮,7.0,0.61,-,22.8,55,18,38.59,13.21,25.37,1.53,18.27,74.93
1490,桃園市,2014/01/11,觀音,7.4,0.29,-,21.2,56,19,19.2,3.26,15.94,3.29,17.75,77.15
1491,桃園市,2014/01/10,桃園,3.0,0.35,-,31.9,35,18,17.27,3.38,13.89,3.24,14.68,76.34
1492,桃園市,2014/01/10,中壢,4.7,0.71,-,22.8,50,22,34.42,13.37,21.05,2.19,14.54,71.97
1493,桃園市,2014/01/10,大園,3.2,0.27,-,31.4,41,20,21.48,4.39,17.08,6.54,14.53,76.64
1494,桃園市,2014/01/10,龍潭,2.9,0.3,-,33.2,34,14,13.22,2.46,10.75,5.06,13.83,79.7
1495,桃園市,2014/01/10,平鎮,3.8,0.35,-,32.6,44,-,14.98,1.87,13.11,4.68,15.39,74.49
1496,桃園市,2014/01/10,觀音,8.8,0.22,-,24.5,56,22,15.11,2.02,13.09,7.62,15.42,70.02
1497,桃園市,2014/01/09,桃園,2.2,0.39,-,31.6,35,21,15.83,2.01,13.83,1.7,12.06,80.99
1498,桃園市,2014/01/09,中壢,4.7,0.62,-,21.0,56,25,34.83,11.11,23.72,2.13,11.96,77.12
1499,桃園市,2014/01/09,大園,3.0,0.31,-,37.8,43,25,13.16,3.81,9.35,8.51,12.26,79.86
1500,桃園市,2014/01/09,龍潭,3.4,0.41,-,27.8,43,20,17.96,2.48,15.49,4.51,10.9,89.64
1501,桃園市,2014/01/09,平鎮,3.8,0.4,-,26.8,46,21,19.7,1.57,18.13,4.19,12.41,80.67
1502,桃園市,2014/01/09,觀音,8.3,0.29,-,30.1,57,27,8.24,1.1,7.15,9.06,13.22,68.81
1503,桃園市,2014/01/08,桃園,8.9,0.77,-,21.5,73,45,40.86,13.09,27.77,1.55,16.24,80.04
1504,桃園市,2014/01/08,中壢,6.1,1.11,-,16.7,99,53,56.84,20.61,36.23,1.56,16.78,74.49
1505,桃園市,2014/01/08,大園,7.4,0.6,-,24.0,96,62,35.62,9.56,26.06,5.06,16.26,86.19
1506,桃園市,2014/01/08,龍潭,3.3,0.56,-,31.8,79,-,26.5,5.01,21.49,2.56,16.19,80.05
1507,桃園市,2014/01/08,平鎮,6.4,0.6,-,24.6,95,47,33.02,5.06,27.96,2.81,17.17,78.89
1508,桃園市,2014/01/08,觀音,8.3,0.51,-,19.2,96,53,25.77,3.97,21.8,5.1,16.87,78.59
1509,桃園市,2014/01/07,桃園,17.1,0.95,-,23.3,81,50,58.98,19.03,39.96,1.21,18.68,70.16
1510,桃園市,2014/01/07,中壢,11.4,2.01,-,15.2,99,54,102.28,56.38,45.9,0.98,18.52,64.36
1511,桃園市,2014/01/07,大園,10.4,0.71,-,24.0,90,56,53.2,15.19,38.01,2.1,18.95,65.0
1512,桃園市,2014/01/07,龍潭,3.8,0.64,-,23.8,75,-,37.44,9.75,27.69,1.19,17.79,69.49
1513,桃園市,2014/01/07,平鎮,9.0,0.86,-,20.6,97,44,55.53,16.5,39.04,1.29,18.84,67.77
1514,桃園市,2014/01/07,觀音,7.6,0.59,-,16.0,98,52,38.4,7.3,31.09,2.88,17.57,72.64
1515,桃園市,2014/01/06,桃園,5.2,0.44,-,34.1,59,26,23.22,2.47,20.75,2.83,17.63,63.42
1516,桃園市,2014/01/06,中壢,9.5,1.18,-,22.8,74,34,56.77,25.21,31.56,1.46,17.49,58.13
1517,桃園市,2014/01/06,大園,5.9,0.3,-,35.6,59,31,25.86,4.62,21.24,4.85,17.85,55.25
1518,桃園市,2014/01/06,龍潭,4.4,0.48,-,30.2,68,32,26.3,4.42,21.88,2.14,16.13,67.01
1519,桃園市,2014/01/06,平鎮,7.8,0.42,-,36.9,64,24,19.59,2.06,17.53,3.06,17.77,61.31
1520,桃園市,2014/01/06,觀音,12.9,0.31,-,23.9,70,36,23.13,1.72,21.4,5.23,17.7,59.06
1521,桃園市,2014/01/05,桃園,10.7,0.7,-,39.3,124,76,25.14,2.58,22.56,2.43,15.12,63.13
1522,桃園市,2014/01/05,中壢,13.5,0.98,-,31.9,137,77,44.98,12.44,32.54,1.68,15.39,55.31
1523,桃園市,2014/01/05,大園,12.2,0.52,-,51.7,129,84,20.14,1.67,18.46,6.2,15.51,52.96
1524,桃園市,2014/01/05,龍潭,10.2,0.57,-,48.6,129,70,17.83,1.78,16.05,4.48,14.45,61.67
1525,桃園市,2014/01/05,平鎮,12.7,0.66,-,44.2,141,71,22.24,1.25,20.99,3.32,15.75,58.09
1526,桃園市,2014/01/05,觀音,20.6,0.52,-,36.9,150,82,22.1,1.13,20.96,7.13,15.9,52.75
1527,桃園市,2014/01/04,桃園,11.6,0.84,-,34.0,126,83,33.51,2.36,31.14,1.24,16.88,65.71
1528,桃園市,2014/01/04,中壢,13.6,1.23,-,23.2,174,96,63.91,15.41,48.5,1.57,16.59,58.98
1529,桃園市,2014/01/04,大園,12.8,0.67,-,42.4,157,98,32.78,3.68,29.09,6.06,16.64,62.33
1530,桃園市,2014/01/04,龍潭,10.0,0.75,-,42.8,146,78,26.65,2.1,24.55,3.85,16.19,65.83
1531,桃園市,2014/01/04,平鎮,13.3,0.84,-,32.7,166,76,37.81,1.69,36.11,3.06,17.0,64.68
1532,桃園市,2014/01/04,觀音,20.8,0.69,-,34.4,173,92,28.47,1.69,26.78,6.69,17.19,60.11
1533,桃園市,2014/01/03,桃園,11.7,0.87,-,15.1,94,62,52.7,12.25,40.45,0.82,19.5,79.95
1534,桃園市,2014/01/03,中壢,13.5,1.36,-,11.4,114,66,76.0,32.73,43.27,0.86,18.76,78.02
1535,桃園市,2014/01/03,大園,9.1,0.41,-,33.7,95,64,27.94,3.31,24.63,2.18,18.12,90.11
1536,桃園市,2014/01/03,龍潭,6.7,0.7,-,13.4,88,46,44.58,10.53,34.05,1.38,18.57,80.57
1537,桃園市,2014/01/03,平鎮,9.9,0.69,-,14.2,109,55,51.2,12.21,38.99,1.2,18.81,83.23
1538,桃園市,2014/01/03,觀音,8.5,0.39,-,28.7,91,54,18.63,1.47,17.16,2.82,18.41,84.94
1539,桃園市,2014/01/02,桃園,14.4,1.02,-,24.3,74,44,59.93,21.41,38.52,1.11,19.85,72.06
1540,桃園市,2014/01/02,中壢,12.9,2.05,-,13.8,95,55,109.97,61.97,48.0,0.86,19.49,64.94
1541,桃園市,2014/01/02,大園,10.4,0.44,-,33.9,70,48,31.58,5.53,26.05,2.26,18.62,78.92
1542,桃園市,2014/01/02,龍潭,5.6,0.74,-,19.8,75,38,47.07,13.08,33.99,1.2,18.97,67.13
1543,桃園市,2014/01/02,平鎮,9.7,0.83,-,20.0,78,41,60.78,20.3,40.48,1.46,19.63,68.4
1544,桃園市,2014/01/02,觀音,11.4,0.48,-,24.3,86,47,28.65,6.63,22.01,2.96,18.84,76.32
1545,桃園市,2014/01/01,桃園,5.0,0.53,-,40.9,52,30,22.07,2.37,19.69,2.42,17.4,70.38
1546,桃園市,2014/01/01,中壢,8.2,1.43,-,20.4,75,41,69.42,29.73,39.69,1.13,17.36,65.21
1547,桃園市,2014/01/01,大園,8.0,0.4,-,41.5,54,41,28.73,4.81,23.92,4.41,17.23,66.91
1548,桃園市,2014/01/01,龍潭,3.5,0.66,-,26.0,64,33,32.5,8.46,24.04,1.54,16.02,73.8
1549,桃園市,2014/01/01,平鎮,7.1,0.6,-,36.8,62,32,25.93,3.31,22.62,2.42,17.51,68.78
1550,桃園市,2014/01/01,觀音,12.8,0.4,-,30.4,68,36,22.82,2.2,20.63,5.0,17.64,65.32
1551,新竹縣,2014/01/31,竹東,2.3,0.42,-,44.8,67,57,12.0,1.0,10.99,1.54,18.53,68.74
1552,新竹縣,2014/01/31,湖口,3.9,0.51,-,39.3,73,68,18.1,2.38,15.71,1.95,17.79,71.53
1553,新竹縣,2014/01/30,竹東,5.1,0.76,-,36.2,104,87,29.0,4.54,24.46,1.59,17.9,59.82
1554,新竹縣,2014/01/30,湖口,3.7,0.67,-,21.5,91,82,33.31,10.02,23.3,1.33,16.16,75.41
1555,新竹縣,2014/01/29,竹東,2.2,0.52,-,28.1,56,37,22.68,3.59,19.09,1.26,17.41,74.13
1556,新竹縣,2014/01/29,湖口,4.2,0.33,-,28.4,48,36,16.06,2.14,13.9,2.29,17.37,74.83
1557,新竹縣,2014/01/28,竹東,3.6,0.48,-,27.7,53,30,22.32,3.03,19.29,1.46,17.1,70.5
1558,新竹縣,2014/01/28,湖口,4.9,0.42,-,18.9,42,29,44.82,20.96,23.86,2.03,16.75,71.42
1559,新竹縣,2014/01/27,竹東,2.0,0.3,-,34.3,42,16,14.01,3.44,10.57,2.44,16.67,64.48
1560,新竹縣,2014/01/27,湖口,2.1,0.25,-,33.9,42,21,15.96,5.3,10.67,5.2,16.43,62.98
1561,新竹縣,2014/01/26,竹東,1.5,0.39,-,46.6,80,48,9.71,0.68,8.99,3.99,15.7,66.86
1562,新竹縣,2014/01/26,湖口,4.5,0.43,-,41.6,88,60,14.88,0.9,13.94,6.24,15.71,68.02
1563,新竹縣,2014/01/25,竹東,2.5,0.45,-,29.9,33,18,19.67,2.99,16.68,1.79,17.08,52.15
1564,新竹縣,2014/01/25,湖口,2.2,0.36,-,27.0,36,27,28.71,7.37,21.32,1.89,17.66,52.12
1565,新竹縣,2014/01/24,竹東,4.0,0.44,-,38.1,39,23,19.59,3.03,16.56,1.52,14.31,55.59
1566,新竹縣,2014/01/24,湖口,3.5,0.38,-,22.0,44,32,43.24,13.82,29.4,1.94,13.95,62.44
1567,新竹縣,2014/01/23,竹東,2.7,0.33,-,35.5,28,15,12.79,1.74,11.04,1.37,13.33,51.68
1568,新竹縣,2014/01/23,湖口,5.4,0.31,-,27.2,30,20,21.84,4.97,16.87,4.18,15.06,53.39
1569,新竹縣,2014/01/22,竹東,-,0.24,-,39.0,42,15,9.78,1.73,8.05,4.18,11.69,51.42
1570,新竹縣,2014/01/22,湖口,4.1,0.26,-,35.0,44,23,11.71,2.47,9.25,6.44,11.66,52.25
1571,新竹縣,2014/01/21,竹東,-,0.47,-,41.2,126,50,12.67,2.61,10.05,5.2,12.24,55.84
1572,新竹縣,2014/01/21,湖口,6.2,0.44,-,40.3,130,59,12.9,2.6,10.3,7.64,12.37,51.84
1573,新竹縣,2014/01/20,竹東,3.8,0.45,-,38.7,71,44,13.39,1.68,11.71,2.2,15.24,71.67
1574,新竹縣,2014/01/20,湖口,5.4,0.42,-,35.6,81,57,18.1,2.16,15.94,3.68,15.52,67.75
1575,新竹縣,2014/01/19,竹東,2.2,0.43,-,51.0,65,40,-,-,-,2.58,16.16,51.24
1576,新竹縣,2014/01/19,湖口,4.7,0.41,-,40.4,69,49,12.7,1.16,11.55,4.32,16.43,50.92
1577,新竹縣,2014/01/18,竹東,6.2,0.41,-,56.0,85,52,11.36,0.83,10.53,4.37,14.12,54.95
1578,新竹縣,2014/01/18,湖口,8.1,0.46,-,54.6,93,70,13.39,1.7,11.7,5.87,13.83,54.7
1579,新竹縣,2014/01/17,竹東,2.6,0.3,-,31.2,30,17,-,-,-,1.74,15.49,64.71
1580,新竹縣,2014/01/17,湖口,4.4,0.27,-,35.2,34,23,13.46,2.51,10.94,4.78,16.22,59.85
1581,新竹縣,2014/01/16,竹東,2.2,0.3,-,31.5,30,18,11.97,2.32,9.64,1.83,15.08,62.37
1582,新竹縣,2014/01/16,湖口,5.3,0.3,-,33.0,37,26,15.12,2.0,13.12,6.16,15.46,57.88
1583,新竹縣,2014/01/15,竹東,2.5,0.22,-,42.7,38,13,7.5,3.7,3.81,5.66,13.94,57.51
1584,新竹縣,2014/01/15,湖口,2.4,0.23,-,38.1,40,24,10.64,1.32,9.32,7.36,13.97,58.64
1585,新竹縣,2014/01/14,竹東,3.8,0.32,-,37.7,24,16,10.82,1.56,9.26,4.53,13.58,83.93
1586,新竹縣,2014/01/14,湖口,2.8,0.27,-,38.3,30,26,8.7,1.65,7.05,6.54,12.68,80.79
1587,新竹縣,2014/01/13,竹東,2.5,0.38,-,37.7,39,25,13.25,2.41,10.84,3.99,15.23,81.74
1588,新竹縣,2014/01/13,湖口,3.5,0.39,-,38.1,55,42,10.41,2.01,8.4,6.35,14.13,79.74
1589,新竹縣,2014/01/12,竹東,1.6,0.33,-,27.8,33,20,11.37,2.72,8.65,2.5,15.95,79.86
1590,新竹縣,2014/01/12,湖口,2.9,0.27,-,27.6,41,30,13.71,2.35,11.38,4.12,15.7,83.77
1591,新竹縣,2014/01/11,竹東,1.7,0.53,-,24.5,48,27,20.72,3.84,16.88,1.45,16.8,77.27
1592,新竹縣,2014/01/11,湖口,4.3,0.41,-,23.7,37,28,28.44,10.29,18.15,1.56,17.08,75.45
1593,新竹縣,2014/01/10,竹東,1.4,0.31,-,31.6,22,12,13.39,3.08,10.3,2.16,15.27,73.55
1594,新竹縣,2014/01/10,湖口,3.7,0.28,-,34.5,31,22,13.39,3.14,10.26,6.14,15.24,68.46
1595,新竹縣,2014/01/09,竹東,3.1,0.36,-,34.5,30,18,11.99,1.9,10.09,4.52,12.59,79.46
1596,新竹縣,2014/01/09,湖口,3.0,0.34,-,37.4,41,28,7.53,0.84,6.67,6.81,12.59,72.31
1597,新竹縣,2014/01/08,竹東,3.4,0.47,-,31.6,55,36,17.32,2.3,15.02,2.23,16.84,78.0
1598,新竹縣,2014/01/08,湖口,4.3,0.48,-,30.3,69,53,23.78,3.11,20.67,3.74,17.12,74.95
1599,新竹縣,2014/01/07,竹東,3.4,0.61,-,27.7,65,45,23.21,4.43,18.78,1.26,17.6,70.91
1600,新竹縣,2014/01/07,湖口,4.8,0.61,-,17.5,72,51,48.02,16.87,31.15,1.49,17.61,70.21
1601,新竹縣,2014/01/06,竹東,2.8,0.62,-,27.8,66,46,23.66,4.71,18.95,1.23,15.96,67.6
1602,新竹縣,2014/01/06,湖口,6.2,0.42,-,33.3,58,37,21.44,3.31,18.13,3.26,17.55,59.59
1603,新竹縣,2014/01/05,竹東,8.4,0.53,-,51.8,104,70,12.21,0.95,11.26,2.27,15.37,57.45
1604,新竹縣,2014/01/05,湖口,12.0,0.58,-,47.8,120,83,16.11,1.85,14.26,5.46,15.8,54.19
1605,新竹縣,2014/01/04,竹東,9.3,0.65,-,49.2,122,83,20.37,1.81,18.56,2.63,17.37,60.63
1606,新竹縣,2014/01/04,湖口,12.4,0.72,-,42.7,140,93,25.25,2.55,22.7,5.37,16.99,60.39
1607,新竹縣,2014/01/03,竹東,4.5,0.61,-,15.5,61,42,30.97,6.38,24.59,0.99,19.36,83.79
1608,新竹縣,2014/01/03,湖口,5.2,0.46,-,28.3,82,63,23.75,3.45,20.3,1.87,18.72,80.9
1609,新竹縣,2014/01/02,竹東,4.5,0.61,-,28.9,65,43,28.57,5.51,23.06,1.48,19.65,67.64
1610,新竹縣,2014/01/02,湖口,5.6,0.52,-,29.3,67,53,33.03,8.43,24.6,1.61,19.71,65.47
1611,新竹縣,2014/01/01,竹東,1.8,0.51,-,30.8,50,33,17.19,4.31,12.88,1.22,16.84,68.98
1612,新竹縣,2014/01/01,湖口,6.0,0.46,-,39.0,58,44,20.62,2.23,18.4,3.18,17.64,64.77
1613,苗栗縣,2014/01/31,苗栗,3.4,0.57,-,33.2,76,67,23.33,2.55,20.79,1.1,18.09,74.82
1614,苗栗縣,2014/01/31,頭份,3.2,0.5,-,34.6,79,66,17.81,2.05,15.77,1.74,17.13,77.89
1615,苗栗縣,2014/01/31,三義,2.8,0.38,-,57.2,64,49,9.2,1.4,7.8,1.93,17.42,66.75
1616,苗栗縣,2014/01/30,苗栗,4.3,0.64,-,21.8,76,62,33.83,7.35,26.49,1.09,17.18,74.53
1617,苗栗縣,2014/01/30,頭份,4.2,0.7,-,21.2,99,82,38.37,14.43,23.94,1.25,15.78,80.57
1618,苗栗縣,2014/01/30,三義,2.6,0.38,-,59.6,59,48,8.78,1.39,7.39,1.58,16.64,63.6
1619,苗栗縣,2014/01/29,苗栗,3.6,0.53,-,14.8,65,36,36.69,11.52,25.18,1.24,16.48,81.95
1620,苗栗縣,2014/01/29,頭份,2.4,0.45,-,18.0,61,36,26.05,7.63,18.42,1.72,15.91,82.61
1621,苗栗縣,2014/01/29,三義,2.6,0.37,-,47.0,61,41,11.94,1.67,10.27,1.47,15.38,77.7
1622,苗栗縣,2014/01/28,苗栗,3.8,0.58,-,12.8,59,26,46.28,20.85,25.43,1.22,16.1,79.11
1623,苗栗縣,2014/01/28,頭份,2.3,0.55,-,16.4,57,31,39.44,17.84,21.59,1.61,15.67,78.78
1624,苗栗縣,2014/01/28,三義,1.3,0.29,-,34.7,51,29,10.08,1.28,8.8,1.93,14.67,82.06
1625,苗栗縣,2014/01/27,苗栗,4.0,0.39,-,23.9,69,21,29.19,9.43,19.76,2.73,16.34,68.68
1626,苗栗縣,2014/01/27,頭份,4.0,0.37,-,27.9,54,21,24.53,5.86,18.67,3.07,16.51,64.91
1627,苗栗縣,2014/01/27,三義,1.4,0.21,-,33.2,45,18,10.35,1.63,8.72,3.88,13.22,80.55
1628,苗栗縣,2014/01/26,苗栗,4.1,0.46,-,32.4,79,48,20.86,3.54,17.31,3.56,16.0,67.94
1629,苗栗縣,2014/01/26,頭份,3.9,0.46,-,38.0,93,57,18.1,2.04,16.06,3.55,15.99,67.36
1630,苗栗縣,2014/01/26,三義,3.2,0.32,-,40.9,68,46,8.68,0.54,8.11,5.55,13.12,76.82
1631,苗栗縣,2014/01/25,苗栗,1.9,0.56,-,18.8,39,20,37.78,12.65,25.13,1.06,17.28,54.62
1632,苗栗縣,2014/01/25,頭份,1.7,0.4,-,27.3,35,19,23.46,5.74,17.72,1.87,17.46,52.61
1633,苗栗縣,2014/01/25,三義,1.6,0.24,-,35.5,30,19,12.01,1.03,10.95,2.85,14.82,60.84
1634,苗栗縣,2014/01/24,苗栗,3.6,0.59,-,23.1,52,29,36.49,8.4,28.08,1.17,14.68,65.2
1635,苗栗縣,2014/01/24,頭份,3.4,0.47,-,25.1,53,32,29.26,5.51,23.74,1.75,13.8,67.72
1636,苗栗縣,2014/01/24,三義,2.3,0.29,-,44.8,44,28,12.31,2.0,10.31,1.61,12.13,65.89
1637,苗栗縣,2014/01/23,苗栗,3.2,0.49,-,16.1,36,22,34.87,9.79,25.08,1.26,13.03,62.48
1638,苗栗縣,2014/01/23,頭份,2.3,0.37,-,19.9,39,21,25.73,6.46,19.27,1.73,13.4,58.12
